cart_id,customer_id,product_id,quantity,date,regular_price,sale_price
1045,121,256,2,2025-01-03,32.31,
1045,121,317,3,2025-01-03,105.43,
1046,427,319,4,2025-01-03,100.54,57.75
1046,427,258,3,2025-01-03,92.72,43.28
1046,427,181,3,2025-01-03,52.42,
1046,427,164,3,2025-01-03,130.99,98.45
1046,427,415,1,2025-01-03,62.45,
1047,93,429,1,2025-01-03,92.5,
1047,93,216,3,2025-01-03,142.96,
1047,93,399,2,2025-01-03,26.6,
1048,228,223,1,2025-01-03,6.1,
1048,228,374,3,2025-01-03,33.59,
1048,228,338,1,2025-01-03,75.45,57.16
1048,228,101,2,2025-01-03,18.0,
1048,228,496,2,2025-01-03,64.96,52.58
1049,159,478,4,2025-01-03,11.29,
1049,159,220,3,2025-01-03,97.51,58.82
1049,159,149,3,2025-01-03,39.35,
1050,152,325,2,2025-01-03,29.36,
1050,152,259,2,2025-01-03,30.87,
1050,152,362,2,2025-01-03,96.64,80.13
1050,152,340,2,2025-01-03,67.09,
1051,459,235,3,2025-01-03,16.52,7.48
1051,459,368,1,2025-01-03,54.82,
1052,49,390,4,2025-01-03,71.24,62.25
1052,49,135,2,2025-01-03,13.72,
1052,49,154,4,2025-01-03,64.37,
1052,49,243,2,2025-01-03,101.41,
1053,30,371,5,2025-01-03,95.42,49.84
1053,30,250,2,2025-01-03,14.15,
1054,114,361,3,2025-01-03,141.65,
1054,114,257,6,2025-01-03,139.94,68.75
1054,114,498,2,2025-01-03,35.74,
1055,405,388,2,2025-01-03,143.81,62.36
1056,164,178,2,2025-01-03,74.34,
1056,164,245,4,2025-01-03,50.21,
1056,164,386,2,2025-01-03,128.46,114.48
1056,164,155,2,2025-01-03,118.21,102.95
1056,164,362,2,2025-01-03,67.4,58.14
1056,164,372,2,2025-01-03,78.87,
1057,101,113,3,2025-01-03,58.33,
1057,101,282,1,2025-01-03,61.13,
1057,101,237,2,2025-01-03,7.78,
1057,101,272,3,2025-01-03,94.75,45.75
1057,101,216,2,2025-01-03,58.85,33.95
1058,282,196,7,2025-01-03,143.65,121.95
1058,282,442,5,2025-01-03,135.76,78.93
1058,282,186,2,2025-01-03,111.93,62.67
1059,43,498,2,2025-01-03,71.98,
1059,43,451,3,2025-01-03,64.76,
1059,43,428,3,2025-01-03,66.52,42.75
1060,450,263,3,2025-01-04,42.8,17.98
1061,140,282,2,2025-01-04,11.34,
1061,140,213,1,2025-01-04,59.52,
1061,140,273,2,2025-01-04,22.62,
1061,140,117,2,2025-01-04,148.9,110.42
1062,149,187,4,2025-01-04,28.9,15.52
1062,149,452,1,2025-01-04,64.95,
1062,149,394,2,2025-01-04,86.93,
1062,149,171,3,2025-01-04,28.32,
1062,149,203,1,2025-01-04,110.34,
1062,149,211,4,2025-01-04,132.57,98.7
1062,149,476,3,2025-01-04,115.34,60.8
1063,20,123,3,2025-01-04,70.05,
1063,20,409,1,2025-01-04,24.98,
1064,488,372,1,2025-01-04,31.29,
1065,119,258,2,2025-01-04,75.56,
1065,119,310,1,2025-01-04,51.71,
1065,119,216,1,2025-01-04,53.46,
1065,119,282,3,2025-01-04,26.38,
1066,481,498,5,2025-01-04,97.25,
1066,481,499,2,2025-01-04,60.66,
1067,325,344,1,2025-01-04,125.6,80.5
1067,325,173,2,2025-01-04,128.65,91.54
1067,325,379,4,2025-01-04,136.07,
1068,313,463,3,2025-01-04,37.66,26.38
1069,106,205,2,2025-01-04,44.43,
1069,106,206,2,2025-01-04,27.68,
1070,84,253,2,2025-01-04,111.21,92.97
1070,84,181,2,2025-01-04,110.97,
1070,84,440,1,2025-01-04,110.15,80.51
1070,84,295,2,2025-01-04,21.54,
1070,84,127,2,2025-01-04,104.14,42.67
1071,442,175,3,2025-01-04,101.31,86.24
1071,442,237,1,2025-01-04,79.31,
1071,442,331,5,2025-01-04,131.46,68.46
1071,442,125,4,2025-01-04,70.43,
1071,442,143,2,2025-01-04,18.65,
1071,442,188,2,2025-01-04,20.29,
1072,379,367,4,2025-01-04,120.7,53.4
1072,379,319,1,2025-01-04,93.95,42.41
1072,379,479,1,2025-01-04,31.71,
1072,379,374,2,2025-01-04,120.8,
1072,379,201,5,2025-01-04,145.23,59.25
1073,223,364,2,2025-01-04,124.33,88.33
1073,223,463,3,2025-01-04,50.58,
1073,223,385,2,2025-01-04,76.66,
1074,474,437,2,2025-01-04,136.28,
1074,474,238,3,2025-01-04,56.09,
1075,350,223,2,2025-01-04,30.36,
1075,350,402,2,2025-01-04,16.18,
1075,350,432,5,2025-01-04,35.83,26.8
1075,350,145,4,2025-01-04,29.52,
1076,38,201,2,2025-01-04,74.47,51.33
1076,38,426,3,2025-01-04,129.46,57.56
1077,206,302,3,2025-01-04,40.07,26.67
1077,206,140,1,2025-01-04,37.82,
1077,206,460,1,2025-01-04,135.92,
1077,206,354,1,2025-01-04,54.36,
1077,206,257,1,2025-01-04,39.73,
1078,268,423,3,2025-01-04,18.61,
1078,268,175,2,2025-01-04,143.59,79.37
1078,268,278,4,2025-01-04,54.42,44.34
1078,268,293,2,2025-01-04,79.29,56.12
1079,472,317,1,2025-01-04,57.47,
1079,472,208,2,2025-01-04,73.1,
1079,472,401,3,2025-01-04,93.56,74.52
1079,472,452,1,2025-01-04,125.83,
1080,90,404,1,2025-01-05,45.28,
1080,90,140,2,2025-01-05,55.06,
1080,90,267,2,2025-01-05,102.94,69.45
1081,108,276,4,2025-01-05,109.05,
1081,108,181,3,2025-01-05,60.66,
1081,108,212,1,2025-01-05,91.47,
1081,108,357,1,2025-01-05,16.63,
1081,108,254,6,2025-01-05,91.08,53.0
1081,108,367,3,2025-01-05,148.73,
1082,419,393,3,2025-01-05,72.66,
1082,419,453,4,2025-01-05,102.58,76.61
1083,288,295,3,2025-01-05,29.19,
1083,288,374,1,2025-01-05,115.48,
1083,288,225,1,2025-01-05,98.64,
1083,288,130,3,2025-01-05,127.84,61.25
1083,288,462,4,2025-01-05,75.41,48.81
1083,288,498,2,2025-01-05,8.39,
1083,288,373,3,2025-01-05,126.14,89.89
1084,201,441,2,2025-01-05,85.29,
1084,201,440,2,2025-01-05,126.59,61.6
1084,201,458,1,2025-01-05,44.19,
1084,201,496,2,2025-01-05,89.53,
1084,201,351,2,2025-01-05,63.26,
1085,338,246,1,2025-01-05,73.95,
1085,338,409,1,2025-01-05,90.99,
1085,338,145,3,2025-01-05,119.62,60.16
1085,338,253,1,2025-01-05,145.59,
1086,304,278,3,2025-01-05,86.59,51.7
1086,304,490,3,2025-01-05,92.31,
1086,304,436,2,2025-01-05,20.84,
1087,337,270,3,2025-01-05,74.14,
1087,337,268,3,2025-01-05,98.45,
1087,337,402,1,2025-01-05,35.55,
1087,337,391,2,2025-01-05,149.22,134.13
1087,337,227,3,2025-01-05,114.25,
1088,201,457,1,2025-01-05,64.09,
1088,201,272,1,2025-01-05,84.62,
1088,201,165,2,2025-01-05,19.64,
1088,201,243,1,2025-01-05,77.59,
1089,358,491,2,2025-01-05,38.7,
1090,215,109,5,2025-01-05,98.93,45.08
1090,215,465,3,2025-01-05,81.31,
1090,215,218,3,2025-01-05,80.42,41.2
1090,215,226,1,2025-01-05,132.89,
1090,215,195,2,2025-01-05,113.55,102.19
1091,214,246,1,2025-01-05,112.43,95.46
1091,214,182,3,2025-01-05,136.54,
1091,214,316,3,2025-01-05,144.79,80.57
1092,120,380,1,2025-01-05,23.79,
1092,120,239,1,2025-01-05,20.28,
1092,120,355,3,2025-01-05,77.29,36.1
1092,120,309,2,2025-01-05,12.59,
1093,229,373,3,2025-01-05,24.81,
1093,229,334,3,2025-01-05,103.92,63.43
1093,229,237,1,2025-01-05,13.42,
1093,229,486,5,2025-01-05,104.77,46.57
1093,229,439,4,2025-01-05,91.29,60.98
1093,229,274,3,2025-01-05,36.87,17.38
1094,222,472,2,2025-01-05,112.16,64.95
1094,222,316,4,2025-01-05,135.29,
1094,222,223,4,2025-01-05,35.03,15.77
1095,471,125,2,2025-01-05,110.22,
1095,471,459,2,2025-01-05,45.05,
1095,471,274,2,2025-01-05,98.21,
1095,471,273,2,2025-01-05,73.15,
1095,471,325,2,2025-01-05,26.36,15.41
1095,471,489,1,2025-01-05,77.59,
1095,471,105,2,2025-01-05,122.01,76.47
1096,93,456,4,2025-01-05,97.3,67.79
1096,93,253,2,2025-01-05,15.6,
1096,93,224,1,2025-01-05,125.26,
1096,93,451,5,2025-01-05,28.44,
1096,93,180,1,2025-01-05,38.65,
1096,93,185,1,2025-01-05,86.94,
1097,44,354,1,2025-01-05,56.77,
1098,171,463,3,2025-01-05,40.64,
1098,171,254,2,2025-01-05,46.89,
1099,34,190,2,2025-01-05,138.17,
1099,34,448,1,2025-01-05,95.2,
1099,34,365,3,2025-01-05,100.21,80.59
1100,315,336,1,2025-01-06,30.41,
1101,425,139,1,2025-01-06,134.64,
1101,425,341,2,2025-01-06,124.36,
1101,425,423,2,2025-01-06,90.71,66.6
1101,425,263,2,2025-01-06,132.53,112.98
1101,425,280,3,2025-01-06,26.98,
1101,425,348,2,2025-01-06,66.66,55.73
1102,188,338,3,2025-01-06,49.07,44.13
1102,188,456,2,2025-01-06,93.4,
1102,188,473,3,2025-01-06,58.79,
1103,228,372,3,2025-01-06,118.19,50.1
1103,228,201,2,2025-01-06,108.59,
1103,228,478,3,2025-01-06,146.0,119.79
1103,228,412,2,2025-01-06,23.14,
1103,228,407,1,2025-01-06,122.03,88.76
1104,245,177,3,2025-01-06,8.65,
1104,245,438,3,2025-01-06,39.07,
1104,245,339,3,2025-01-06,67.29,44.34
1104,245,247,3,2025-01-06,24.1,
1104,245,474,3,2025-01-06,123.38,106.67
1104,245,430,4,2025-01-06,102.73,64.26
1104,245,104,1,2025-01-06,64.69,
1105,57,490,3,2025-01-06,103.24,82.31
1105,57,347,2,2025-01-06,65.66,
1105,57,491,2,2025-01-06,141.48,
1105,57,417,1,2025-01-06,80.21,33.26
1106,169,256,4,2025-01-06,75.04,56.75
1106,169,183,2,2025-01-06,67.4,
1106,169,422,1,2025-01-06,85.24,
1106,169,425,2,2025-01-06,70.35,
1106,169,164,1,2025-01-06,44.31,
1107,83,124,4,2025-01-06,90.2,
1108,493,172,2,2025-01-06,70.29,
1109,237,231,2,2025-01-06,122.04,
1109,237,372,2,2025-01-06,6.31,
1109,237,146,3,2025-01-06,106.63,61.1
1109,237,417,2,2025-01-06,56.62,48.77
1109,237,137,3,2025-01-06,142.97,
1109,237,486,2,2025-01-06,46.08,
1110,458,286,3,2025-01-06,120.96,56.54
1110,458,267,2,2025-01-06,41.02,
1110,458,238,2,2025-01-06,140.76,68.64
1110,458,306,2,2025-01-06,90.58,60.26
1110,458,232,2,2025-01-06,108.38,75.39
1111,497,418,2,2025-01-06,49.92,32.07
1111,497,401,1,2025-01-06,131.53,
1111,497,394,3,2025-01-06,56.39,
1111,497,105,1,2025-01-06,51.2,
1111,497,186,2,2025-01-06,33.11,
1112,465,259,1,2025-01-06,71.58,
1112,465,203,2,2025-01-06,22.04,
1112,465,308,3,2025-01-06,48.03,
1113,126,127,1,2025-01-06,37.24,
1113,126,226,1,2025-01-06,29.21,
1113,126,171,1,2025-01-06,36.84,
1114,363,344,2,2025-01-06,131.23,83.17
1114,363,424,1,2025-01-06,53.89,29.85
1114,363,350,5,2025-01-06,93.64,
1114,363,479,2,2025-01-06,96.12,
1114,363,463,4,2025-01-06,72.43,
1114,363,280,3,2025-01-06,119.78,96.82
1115,430,319,2,2025-01-06,83.56,
1115,430,119,3,2025-01-06,79.44,
1115,430,419,3,2025-01-06,36.92,
1115,430,485,4,2025-01-06,58.57,42.46
1116,62,413,2,2025-01-06,89.25,55.87
1116,62,158,2,2025-01-06,35.05,
1116,62,499,1,2025-01-06,33.27,
1116,62,269,3,2025-01-06,133.92,78.18
1117,445,303,1,2025-01-06,36.16,
1117,445,161,5,2025-01-06,89.78,60.88
1117,445,255,2,2025-01-06,141.16,104.14
1118,405,303,4,2025-01-06,17.82,
1118,405,121,1,2025-01-06,36.5,
1118,405,277,1,2025-01-06,132.48,82.31
1118,405,354,2,2025-01-06,34.15,
1119,413,450,7,2025-01-06,5.83,
1119,413,403,1,2025-01-06,64.62,57.43
1119,413,282,2,2025-01-06,7.28,3.22
1119,413,237,3,2025-01-06,95.57,
1120,339,113,7,2025-01-07,81.51,32.78
1120,339,154,1,2025-01-07,70.94,
1120,339,438,4,2025-01-07,139.13,121.43
1120,339,211,5,2025-01-07,34.6,21.11
1120,339,395,1,2025-01-07,29.86,
1120,339,391,4,2025-01-07,63.27,38.83
1121,438,144,4,2025-01-07,66.38,39.6
1121,438,172,3,2025-01-07,121.01,
1121,438,375,4,2025-01-07,135.12,55.85
1122,380,375,2,2025-01-07,35.56,
1122,380,171,3,2025-01-07,141.65,96.43
1122,380,159,2,2025-01-07,120.75,90.6
1122,380,135,2,2025-01-07,56.29,
1122,380,377,2,2025-01-07,122.31,89.12
1123,130,442,1,2025-01-07,5.46,
1123,130,283,1,2025-01-07,71.64,35.02
1123,130,117,1,2025-01-07,32.66,
1123,130,436,4,2025-01-07,83.01,
1123,130,300,3,2025-01-07,80.8,
1123,130,295,3,2025-01-07,126.54,59.49
1124,187,445,1,2025-01-07,87.32,
1124,187,432,2,2025-01-07,145.68,
1124,187,336,2,2025-01-07,87.78,66.77
1125,246,444,4,2025-01-07,58.27,36.22
1125,246,183,1,2025-01-07,41.63,
1125,246,484,4,2025-01-07,43.17,20.06
1125,246,318,1,2025-01-07,18.6,
1125,246,288,3,2025-01-07,47.26,36.91
1126,272,152,3,2025-01-07,98.76,55.8
1126,272,407,1,2025-01-07,10.06,
1126,272,336,5,2025-01-07,53.72,
1126,272,289,2,2025-01-07,93.21,75.8
1126,272,320,1,2025-01-07,87.43,
1126,272,409,4,2025-01-07,51.12,
1126,272,443,1,2025-01-07,46.01,
1126,272,372,1,2025-01-07,144.42,62.59
1127,6,346,2,2025-01-07,108.83,
1127,6,403,3,2025-01-07,45.33,33.7
1127,6,236,3,2025-01-07,59.01,
1127,6,217,3,2025-01-07,107.97,78.74
1127,6,382,4,2025-01-07,136.13,
1127,6,280,1,2025-01-07,6.0,
1127,6,439,1,2025-01-07,108.98,
1128,140,215,1,2025-01-07,54.61,
1128,140,401,2,2025-01-07,111.56,84.34
1128,140,190,3,2025-01-07,56.49,44.69
1128,140,302,4,2025-01-07,135.27,99.64
1129,61,296,1,2025-01-07,18.36,
1129,61,287,1,2025-01-07,91.25,
1130,307,477,2,2025-01-07,141.06,
1130,307,444,2,2025-01-07,118.4,98.02
1130,307,420,2,2025-01-07,37.85,
1131,249,338,4,2025-01-07,35.31,23.54
1131,249,368,1,2025-01-07,88.59,
1131,249,125,3,2025-01-07,140.22,60.73
1131,249,341,2,2025-01-07,41.22,
1131,249,199,6,2025-01-07,65.56,38.92
1131,249,426,3,2025-01-07,51.35,
1132,363,445,1,2025-01-07,85.67,38.24
1132,363,300,2,2025-01-07,132.5,103.92
1132,363,385,2,2025-01-07,126.29,84.32
1132,363,270,3,2025-01-07,67.13,
1132,363,370,5,2025-01-07,141.76,119.96
1132,363,211,2,2025-01-07,49.73,
1133,376,436,1,2025-01-07,146.86,
1134,297,492,2,2025-01-07,70.89,
1134,297,378,3,2025-01-07,22.46,
1134,297,347,3,2025-01-07,133.63,87.07
1134,297,124,2,2025-01-07,135.2,95.11
1135,334,490,1,2025-01-07,125.37,
1135,334,431,1,2025-01-07,38.56,
1136,121,361,2,2025-01-07,9.15,
1136,121,287,2,2025-01-07,40.94,
1137,333,171,1,2025-01-07,82.63,
1138,263,391,1,2025-01-07,64.52,50.91
1138,263,499,3,2025-01-07,70.26,32.65
1139,270,374,1,2025-01-07,62.21,
1139,270,410,1,2025-01-07,35.25,
1139,270,263,1,2025-01-07,26.64,
1140,386,240,1,2025-01-08,61.83,
1140,386,428,1,2025-01-08,146.52,107.16
1141,231,174,2,2025-01-08,11.57,
1141,231,234,2,2025-01-08,102.33,87.94
1141,231,262,1,2025-01-08,29.51,
1141,231,471,3,2025-01-08,72.81,
1142,138,324,4,2025-01-08,118.03,57.93
1142,138,298,2,2025-01-08,99.55,
1142,138,382,4,2025-01-08,130.51,109.24
1142,138,129,2,2025-01-08,103.97,
1143,84,121,3,2025-01-08,13.69,
1143,84,188,1,2025-01-08,106.7,42.84
1143,84,375,2,2025-01-08,72.47,62.27
1143,84,114,4,2025-01-08,110.02,64.17
1144,12,315,1,2025-01-08,84.27,
1144,12,305,2,2025-01-08,138.0,114.31
1145,127,203,1,2025-01-08,36.59,
1145,127,145,3,2025-01-08,69.14,38.56
1145,127,143,1,2025-01-08,18.69,
1145,127,478,2,2025-01-08,63.29,
1145,127,289,2,2025-01-08,134.22,99.14
1145,127,318,5,2025-01-08,79.6,49.79
1145,127,442,1,2025-01-08,18.77,
1146,96,439,1,2025-01-08,49.33,
1146,96,262,2,2025-01-08,24.32,
1146,96,270,4,2025-01-08,88.03,43.83
1146,96,151,1,2025-01-08,8.72,
1146,96,445,3,2025-01-08,37.77,
1146,96,236,1,2025-01-08,74.38,
1146,96,367,1,2025-01-08,13.27,
1147,207,319,2,2025-01-08,41.59,
1147,207,416,4,2025-01-08,57.9,
1147,207,215,7,2025-01-08,141.53,75.55
1147,207,378,3,2025-01-08,114.66,79.56
1148,498,192,3,2025-01-08,78.36,44.74
1148,498,345,4,2025-01-08,94.03,
1148,498,377,2,2025-01-08,122.99,
1149,337,103,1,2025-01-08,23.39,
1149,337,277,2,2025-01-08,13.49,
1149,337,115,5,2025-01-08,121.44,104.48
1149,337,138,3,2025-01-08,94.09,
1149,337,367,2,2025-01-08,50.68,
1150,222,194,3,2025-01-08,148.22,104.19
1150,222,345,3,2025-01-08,134.78,68.34
1150,222,472,2,2025-01-08,123.09,102.65
1151,172,192,3,2025-01-08,69.17,33.88
1151,172,124,1,2025-01-08,36.64,
1151,172,266,2,2025-01-08,40.87,
1152,412,296,2,2025-01-08,123.84,
1153,42,448,2,2025-01-08,112.63,67.69
1153,42,144,2,2025-01-08,126.68,81.98
1153,42,426,2,2025-01-08,149.21,115.03
1153,42,212,1,2025-01-08,11.39,
1153,42,468,2,2025-01-08,142.17,
1154,473,191,4,2025-01-08,139.57,105.66
1154,473,319,2,2025-01-08,76.0,
1154,473,193,3,2025-01-08,30.68,12.94
1154,473,437,2,2025-01-08,12.39,
1154,473,302,3,2025-01-08,138.75,105.41
1154,473,144,2,2025-01-08,104.66,
1155,428,279,2,2025-01-08,122.52,65.45
1155,428,442,3,2025-01-08,105.35,72.91
1155,428,272,2,2025-01-08,96.76,
1155,428,184,1,2025-01-08,28.02,
1156,282,324,1,2025-01-08,91.1,
1156,282,234,3,2025-01-08,50.68,43.86
1156,282,386,3,2025-01-08,105.77,
1156,282,345,1,2025-01-08,79.41,53.98
1156,282,137,3,2025-01-08,79.49,71.28
1156,282,118,2,2025-01-08,51.21,42.8
1157,146,320,2,2025-01-08,76.71,46.48
1157,146,228,2,2025-01-08,113.73,
1157,146,459,1,2025-01-08,28.87,
1158,439,343,2,2025-01-08,109.85,
1158,439,103,2,2025-01-08,57.25,
1158,439,245,5,2025-01-08,140.25,115.44
1158,439,355,4,2025-01-08,111.71,93.11
1159,9,136,2,2025-01-08,35.37,
1160,74,296,4,2025-01-09,60.96,
1160,74,112,4,2025-01-09,23.95,
1160,74,439,2,2025-01-09,110.29,91.14
