store_id,date,sales,traffic,staffing_hours,promo
Store_1,2023-03-05,37465.65706701786,276,28.324027823884943,0
Store_1,2023-03-06,37685.18513271673,317,33.194587210246524,0
Store_1,2023-03-07,37040.24106226286,293,32.40571955167865,0
Store_1,2023-03-08,39375.50192081638,314,39.01095761430866,1
Store_1,2023-03-09,36943.45265854581,291,28.557919075422916,0
Store_1,2023-03-10,36707.90569360613,304,28.387965237000593,0
Store_1,2023-03-11,37335.591476877096,309,29.501706843816166,0
Store_1,2023-03-12,37144.3070791735,302,28.549005606414976,0
Store_1,2023-03-13,37291.911363763735,279,27.03339318619488,0
Store_1,2023-03-14,36681.268112811726,318,28.903831317005352,0
Store_1,2023-03-15,38050.016140271335,294,25.32584813005572,0
Store_1,2023-03-16,37285.67068053993,327,32.662973728015224,0
Store_1,2023-03-17,37495.43155073202,263,28.84227645196183,0
Store_1,2023-03-18,37114.38976405708,304,31.780287983422223,0
Store_1,2023-03-19,39343.113342524965,269,36.451522595134406,1
Store_1,2023-03-20,37436.671002869174,310,32.74464127344136,0
Store_1,2023-03-21,39578.154563240554,259,30.678136128740977,1
Store_1,2023-03-22,37062.12248915962,306,26.352208551380386,0
Store_1,2023-03-23,39496.238229402654,304,31.57458696587156,1
Store_1,2023-03-24,38300.72938292718,318,29.159533585958716,0
Store_1,2023-03-25,37318.889405506394,333,33.152777768416186,0
Store_1,2023-03-26,37808.90815598673,279,27.67092030949476,0
Store_1,2023-03-27,37426.17414516582,296,30.11877861799939,0
Store_1,2023-03-28,39621.42496617375,303,34.399869057041506,1
Store_1,2023-03-29,39547.745904987605,297,31.96281976891629,1
Store_1,2023-03-30,36965.756731721725,309,31.56462802395918,0
Store_1,2023-03-31,37876.622593214226,301,30.439945805814617,0
Store_1,2023-04-01,37994.31577876618,303,31.590751899170296,0
Store_1,2023-04-02,38072.1693959909,311,27.638253792468866,0
Store_1,2023-04-03,37317.04739020989,297,32.70471410419206,0
Store_1,2023-04-04,37668.202714848165,295,29.470563482730128,0
Store_1,2023-04-05,39185.43998024361,287,29.56511579992025,1
Store_1,2023-04-06,37573.836637461645,307,28.497496190305775,0
Store_1,2023-04-07,37507.02325775892,292,27.228547907328913,0
Store_1,2023-04-08,36930.48725338307,283,26.669001853423023,0
Store_1,2023-04-09,36556.061053705576,272,26.092701389305635,0
Store_1,2023-04-10,37897.31753628791,300,31.02917798138108,0
Store_1,2023-04-11,39034.515200233385,270,31.775343900618342,1
Store_1,2023-04-12,36765.97299043819,317,30.605440327324956,0
Store_1,2023-04-13,37165.48198022181,299,33.18993542700257,0
Store_1,2023-04-14,37544.311578152214,253,25.357241119135654,0
Store_1,2023-04-15,37406.731817933614,302,26.987107359484853,0
Store_1,2023-04-16,36907.81332694349,288,26.67747473410682,0
Store_1,2023-04-17,37690.81987847472,291,32.47428327014513,0
Store_1,2023-04-18,37882.26634634365,316,36.34865880698478,0
Store_1,2023-04-19,36668.60013451783,313,29.548763493230485,0
Store_1,2023-04-20,37393.68273926858,307,30.755381863232426,0
Store_1,2023-04-21,36981.43730811765,286,27.29871486175635,0
Store_1,2023-04-22,37547.32110077758,282,23.19448095667557,0
Store_1,2023-04-23,37647.69561291288,295,28.346457338863335,0
Store_1,2023-04-24,40009.806077718655,281,37.18664097936461,1
Store_1,2023-04-25,36332.55894966774,288,27.273481686914966,0
Store_1,2023-04-26,37693.86815728932,300,26.951418933660015,0
Store_1,2023-04-27,37338.69933565821,304,29.09632778439568,0
Store_1,2023-04-28,37635.12554731768,292,27.99606264220723,0
Store_1,2023-04-29,36941.55237226476,309,25.956710999745418,0
Store_1,2023-04-30,37299.69695957282,292,29.539458568780745,0
Store_1,2023-05-01,37332.210421650605,282,30.535564123319613,0
Store_1,2023-05-02,37025.47148946683,278,27.163042978699323,0
Store_1,2023-05-03,37221.988233916076,318,33.542249406863384,0
Store_1,2023-05-04,36154.83504618706,295,28.147173959031925,0
Store_1,2023-05-05,37135.44973559557,290,29.653854747528325,0
Store_1,2023-05-06,39408.47063061215,294,32.63036811616403,1
Store_1,2023-05-07,37262.3560430496,335,34.17699281498883,0
Store_1,2023-05-08,37526.91027933965,306,29.625209952157707,0
Store_1,2023-05-09,37006.17127661744,290,29.143132474438787,0
Store_1,2023-05-10,37142.68122087718,314,33.97394992769919,0
Store_1,2023-05-11,37867.81892940248,279,29.63921184021132,0
Store_1,2023-05-12,37088.54281251429,310,28.883229194305898,0
Store_1,2023-05-13,37407.207664544774,328,34.108731312708116,0
Store_1,2023-05-14,37218.45771747513,280,27.594307560659693,0
Store_1,2023-05-15,39545.734178568,303,33.71905108910937,1
Store_1,2023-05-16,37365.04772128985,304,30.767766703810313,0
Store_1,2023-05-17,37997.095759235475,331,33.21144982457739,0
Store_1,2023-05-18,37023.5996992935,304,32.54199293441051,0
Store_1,2023-05-19,38622.46061396819,295,31.920078200517892,1
Store_1,2023-05-20,37280.481666635234,312,28.949161984506222,0
Store_1,2023-05-21,37553.10318240671,282,27.738130939582643,0
Store_1,2023-05-22,37573.33465432406,304,28.365615658909217,0
Store_1,2023-05-23,37549.609217007244,345,39.64671960649972,0
Store_1,2023-05-24,37207.51831179776,267,26.470311961033953,0
Store_1,2023-05-25,37263.215113845945,283,26.874308434645673,0
Store_1,2023-05-26,36749.67996115622,315,27.343246690162115,0
Store_1,2023-05-27,36921.09165620456,303,27.48497661056436,0
Store_1,2023-05-28,36943.66642886327,307,31.670631993120907,0
Store_1,2023-05-29,36770.474114391385,308,32.24334412808647,0
Store_1,2023-05-30,37265.3919742232,317,30.998636944242424,0
Store_1,2023-05-31,37804.664901682125,286,27.87806766836184,0
Store_1,2023-06-01,38222.34346713136,309,27.560441655863197,0
Store_1,2023-06-02,36715.76935181822,325,31.091312618914483,0
Store_1,2023-06-03,36230.06115647957,304,32.89338947305917,0
Store_1,2023-06-04,39479.56805717604,297,33.610161826382104,1
Store_1,2023-06-05,38078.02210373236,322,31.528569854226863,0
Store_1,2023-06-06,37213.00833182366,302,30.541730876255883,0
Store_1,2023-06-07,37475.93182765475,281,24.840814028047348,0
Store_1,2023-06-08,37801.34549197276,303,30.81205946862775,0
Store_1,2023-06-09,37723.29662395684,305,30.183797019859604,0
Store_1,2023-06-10,36902.12809342326,294,30.435318040938245,0
Store_1,2023-06-11,36750.780476291475,271,24.05196951654594,0
Store_1,2023-06-12,38576.1910324187,293,27.401202222336114,0
Store_1,2023-06-13,36575.410008506915,308,32.01513372866272,0
Store_1,2023-06-14,36748.41178743706,261,28.398546652571355,0
Store_1,2023-06-15,37146.3676736855,275,31.45005470726156,0
Store_1,2023-06-16,37766.27722481336,297,30.964815478111042,0
Store_1,2023-06-17,37121.87739049566,288,26.16130422172519,0
Store_1,2023-06-18,37845.39036277731,302,31.319580895862078,0
Store_1,2023-06-19,37316.04754633111,310,27.946896276604505,0
Store_1,2023-06-20,37976.57642666645,331,30.937886919183477,0
Store_1,2023-06-21,37923.25870628453,337,32.76909963519189,0
Store_1,2023-06-22,37235.41393826568,319,31.031007545135367,0
Store_1,2023-06-23,37207.492360409844,269,26.37794549350641,0
Store_1,2023-06-24,36502.21981348151,290,31.06368907893727,0
Store_1,2023-06-25,37438.508606561874,324,33.82679918041089,0
Store_1,2023-06-26,37073.58071978017,292,33.7977962472385,0
Store_1,2023-06-27,37761.82897099018,314,29.654738745257976,0
Store_1,2023-06-28,36786.10121744793,275,25.491718466495865,0
Store_1,2023-06-29,38476.302084176816,257,26.832643397784878,1
Store_1,2023-06-30,39233.00557788725,309,37.86864479695316,1
Store_1,2023-07-01,38290.554278893855,337,36.03420582876728,0
Store_1,2023-07-02,37022.261440419876,301,28.853718947150472,0
Store_1,2023-07-03,36783.21489649394,315,30.75320146324686,0
Store_1,2023-07-04,37681.465908877755,314,30.295553911438056,0
Store_1,2023-07-05,37302.34891371857,285,26.819779842833324,0
Store_1,2023-07-06,37577.228394993515,323,32.871730781449806,0
Store_1,2023-07-07,36706.32984978558,308,27.302906030084948,0
Store_1,2023-07-08,37341.89397581945,287,27.664777401927658,0
Store_1,2023-07-09,37571.567525508435,321,34.51125615590568,0
Store_1,2023-07-10,37075.35395460647,292,30.36785637065193,0
Store_1,2023-07-11,37732.50350690057,316,32.411235186280756,0
Store_1,2023-07-12,37714.354943794824,319,34.664317982075055,0
Store_1,2023-07-13,36778.22050636037,280,27.25935326280541,0
Store_1,2023-07-14,37999.22593130365,313,31.357489645869634,0
Store_1,2023-07-15,37436.81521221426,307,33.690267491034824,0
Store_1,2023-07-16,37309.51076288517,275,27.309408935226095,0
Store_1,2023-07-17,37534.25617418871,307,31.051091659781015,0
Store_1,2023-07-18,36779.93959253041,267,26.96593934829375,0
Store_1,2023-07-19,36992.09730634352,292,29.934204533576136,0
Store_1,2023-07-20,36952.12486946351,238,26.931048058468683,0
Store_1,2023-07-21,37251.1298392563,309,28.44026124351837,0
Store_1,2023-07-22,37092.96068463164,316,32.087601427542396,0
Store_1,2023-07-23,38761.52068563328,308,35.35517444308886,1
Store_1,2023-07-24,37129.04596505938,336,30.548949658150523,0
Store_1,2023-07-25,37305.298698634826,325,32.64841242760031,0
Store_1,2023-07-26,37488.376609576895,293,29.98545069275541,0
Store_1,2023-07-27,37531.62288145449,315,29.611262444913894,0
Store_1,2023-07-28,38225.47021645541,306,29.24721539588146,0
Store_1,2023-07-29,37492.35053126808,283,25.117190705007424,0
Store_1,2023-07-30,36163.06033668552,316,30.695387361501847,0
Store_1,2023-07-31,37559.43608196592,305,31.244262782186322,0
Store_1,2023-08-01,38585.81765540373,274,32.39279492181886,1
Store_1,2023-08-02,37343.830116583966,306,28.847362664051637,0
Store_1,2023-08-03,37114.449853557024,292,27.196759980210167,0
Store_1,2023-08-04,37087.50833931307,303,29.31307436727197,0
Store_1,2023-08-05,36841.53161114721,274,27.519260739840348,0
Store_1,2023-08-06,37894.50499089239,311,29.94107345185986,0
Store_1,2023-08-07,37483.7998023462,318,34.434788131268654,0
Store_1,2023-08-08,37387.274698045374,298,29.06095676635554,0
Store_1,2023-08-09,37332.08297320096,265,25.85930538361136,0
Store_1,2023-08-10,37156.685546688386,282,34.130020703441446,0
Store_1,2023-08-11,39410.01566335913,311,36.1760069563364,1
Store_1,2023-08-12,37154.633285459655,283,30.482092204329334,0
Store_1,2023-08-13,36622.81255989509,312,28.748468673995315,0
Store_1,2023-08-14,38295.41460648332,322,31.98921614912535,0
Store_1,2023-08-15,36621.803921507875,323,33.604645756826834,0
Store_1,2023-08-16,37823.50804787865,328,35.55360698575785,0
Store_1,2023-08-17,38849.18831603097,278,31.699389692309158,1
Store_1,2023-08-18,37931.20075493756,321,31.78653920355495,0
Store_1,2023-08-19,36740.16505268693,301,29.375118117193736,0
Store_1,2023-08-20,37198.802014750094,308,27.68820269902021,0
Store_1,2023-08-21,36893.12170841934,269,28.892533638894278,0
Store_1,2023-08-22,37535.33221026711,296,27.92322501776423,0
Store_1,2023-08-23,38238.37399178042,281,27.456729897565236,0
Store_1,2023-08-24,37584.86309347006,320,31.393383076128103,0
Store_1,2023-08-25,37195.97294290365,275,28.95525908727396,0
Store_1,2023-08-26,37294.19514680793,255,25.120011225635242,0
Store_1,2023-08-27,37468.244237948995,300,31.832655349404963,0
Store_1,2023-08-28,37486.69501167704,298,28.057732471924968,0
Store_1,2023-08-29,38307.01567693339,311,29.85246207860839,0
Store_1,2023-08-30,38406.70363359105,322,32.13822472885684,0
Store_1,2023-08-31,37918.51515278019,306,32.81105186591597,0
Store_1,2023-09-01,37363.31415983809,284,26.85674335516624,0
Store_1,2023-09-02,37496.76715075699,295,32.727422538117295,0
Store_1,2023-09-03,37694.97515267069,323,34.39384025530002,0
Store_1,2023-09-04,37427.78822673577,314,31.099888825934944,0
Store_1,2023-09-05,36483.12964220597,302,27.643954833127246,0
Store_1,2023-09-06,36683.45510329625,310,29.722076504620997,0
Store_1,2023-09-07,37986.989060424785,285,30.679329730032922,0
Store_1,2023-09-08,38430.47128629537,298,24.801188570252855,0
Store_1,2023-09-09,37627.57569969087,294,34.05723801684313,0
Store_1,2023-09-10,37505.595711984686,314,32.91785717957353,0
Store_1,2023-09-11,36762.863812353746,292,27.45885476747649,0
Store_1,2023-09-12,36459.74969818841,290,30.836633212004624,0
Store_1,2023-09-13,37270.38806095164,311,30.831463793284982,0
Store_1,2023-09-14,37499.89096707127,309,29.69726471209757,0
Store_1,2023-09-15,39272.42791659499,303,38.09482940612074,1
Store_1,2023-09-16,37576.649014518196,302,30.444595006064567,0
Store_1,2023-09-17,37069.54799031932,285,30.79883945652743,0
Store_1,2023-09-18,37872.46218847222,326,31.163185468861606,0
Store_1,2023-09-19,36993.9911815462,318,32.278954923411796,0
Store_1,2023-09-20,37491.89954872575,298,31.067553761864197,0
Store_1,2023-09-21,38031.698281149525,285,30.949168875252287,0
Store_1,2023-09-22,38594.85466882716,302,30.02343590329749,0
Store_1,2023-09-23,37897.02456824168,310,32.95276790692421,0
Store_1,2023-09-24,37063.20981994882,274,26.641744518025025,0
Store_1,2023-09-25,36794.35068761973,271,24.89844143432663,0
Store_1,2023-09-26,36482.052176898185,293,29.767571823581495,0
Store_1,2023-09-27,36798.26594935995,324,30.054793486277365,0
Store_1,2023-09-28,37307.115461171146,308,29.389976288483183,0
Store_1,2023-09-29,37624.706792443394,303,28.318615222724596,0
Store_1,2023-09-30,37923.04658760522,302,28.728940114820467,0
Store_1,2023-10-01,38631.427986892544,308,34.732181797366394,1
Store_1,2023-10-02,37646.65891969718,331,37.73865907996339,0
Store_1,2023-10-03,37446.19797999203,272,28.20747209242485,0
Store_1,2023-10-04,36684.38352322111,311,29.528021078984104,0
Store_1,2023-10-05,36354.49035114912,272,25.503802601321535,0
Store_1,2023-10-06,37699.24538722582,297,29.687858176920212,0
Store_1,2023-10-07,37474.797056640746,276,28.73688201251231,0
Store_1,2023-10-08,36795.76600910448,290,30.073019687140807,0
Store_1,2023-10-09,37179.929857803756,307,35.62975527171537,0
Store_1,2023-10-10,37212.38764782267,314,29.269772673849253,0
Store_1,2023-10-11,37286.994209222896,293,30.315515340623,0
Store_1,2023-10-12,37207.95622213919,297,27.821329212362492,0
Store_1,2023-10-13,37538.595232191285,307,28.766965948130014,0
Store_1,2023-10-14,36951.45701444098,265,26.797334914404225,0
Store_1,2023-10-15,36876.03575662302,279,28.504899428720247,0
Store_1,2023-10-16,39720.32313739317,266,32.4738763394927,1
Store_1,2023-10-17,37140.51975633398,290,26.912054320003485,0
Store_1,2023-10-18,36514.00978120999,324,30.05977394788128,0
Store_1,2023-10-19,37302.84314748263,319,31.840219052195398,0
Store_1,2023-10-20,37485.902002701274,299,28.807511103495035,0
Store_1,2023-10-21,37289.53050142219,302,28.211787533915615,0
Store_1,2023-10-22,36838.3660204634,302,30.145390920980134,0
Store_1,2023-10-23,36967.527119937666,279,23.294606020910564,0
Store_1,2023-10-24,37789.95234369804,295,28.161854522680166,0
Store_1,2023-10-25,37805.674801493245,310,30.82331468198181,0
Store_1,2023-10-26,38110.75559836342,307,33.3034825787976,0
Store_1,2023-10-27,37991.06430284248,267,26.877293394796023,0
Store_1,2023-10-28,37432.340152932455,309,30.16935689737578,0
Store_1,2023-10-29,39784.40566242352,268,30.195014533576707,1
Store_1,2023-10-30,37508.32637626364,289,26.80617803463612,0
Store_1,2023-10-31,37639.79629399318,281,26.536574958776065,0
Store_1,2023-11-01,37239.58349177248,314,30.754640322315726,0
Store_1,2023-11-02,37344.29597011352,306,29.433284055545304,0
Store_1,2023-11-03,37856.2536686549,305,31.576592158099267,0
Store_1,2023-11-04,38539.35116326157,277,31.51044749088868,1
Store_1,2023-11-05,37141.59335005554,297,29.257492752828455,0
Store_1,2023-11-06,37547.94923990693,324,33.00825234133962,0
Store_1,2023-11-07,37597.43889302491,287,29.681949903276504,0
Store_1,2023-11-08,37385.15582874717,315,32.15254934169337,0
Store_1,2023-11-09,37139.321553104084,334,34.199375903505285,0
Store_1,2023-11-10,37746.80680958889,318,32.788886828167236,0
Store_1,2023-11-11,36424.618620422094,302,31.331019291263086,0
Store_1,2023-11-12,37584.04499831373,310,29.755243610018393,0
Store_1,2023-11-13,36859.73977289535,298,29.38195348542795,0
Store_1,2023-11-14,38103.25196797329,317,33.13967458174278,0
Store_1,2023-11-15,37212.3440973646,282,27.931965666654165,0
Store_1,2023-11-16,36811.845909385826,314,28.500286869038188,0
Store_1,2023-11-17,36990.1819071927,279,31.35392770246681,0
Store_1,2023-11-18,37039.54722510994,324,35.762184629860975,0
Store_1,2023-11-19,38539.099642834124,293,28.196283708215105,0
Store_1,2023-11-20,38273.307323044704,307,34.422631194472785,0
Store_1,2023-11-21,37044.407141835734,305,32.05672215233328,0
Store_1,2023-11-22,36970.36721096204,300,32.23180410673072,0
Store_1,2023-11-23,37253.17027036014,311,28.81662177173299,0
Store_1,2023-11-24,36567.26898890391,291,30.060119160173368,0
Store_1,2023-11-25,37751.04885173431,333,35.7420673910507,0
Store_1,2023-11-26,36206.31884176177,276,29.997282743982105,0
Store_1,2023-11-27,36430.780317218574,304,30.681772493822407,0
Store_1,2023-11-28,37147.527395785524,290,31.065927894305613,0
Store_1,2023-11-29,35958.86889335918,320,29.660166328579425,0
Store_1,2023-11-30,37104.5475459754,278,22.05743467408508,0
Store_1,2023-12-01,37505.89594990973,312,29.203229121623416,0
Store_1,2023-12-02,38913.77208032155,313,34.34724945743326,1
Store_1,2023-12-03,36823.41052465983,286,30.4271692524665,0
Store_1,2023-12-04,37272.990230871204,297,28.64784393557608,0
Store_1,2023-12-05,37044.33622144089,278,29.273687794184866,0
Store_1,2023-12-06,37005.40993063964,334,35.16921357972539,0
Store_1,2023-12-07,37317.17925885126,308,31.732859964867053,0
Store_1,2023-12-08,37049.08250616568,305,29.64648576623529,0
Store_1,2023-12-09,37260.83992492399,287,26.668356362043205,0
Store_1,2023-12-10,38305.75240629676,321,32.858964114331016,0
Store_1,2023-12-11,37596.9674205431,270,27.873119608315335,0
Store_1,2023-12-12,37321.88505394344,298,28.378479792901643,0
Store_1,2023-12-13,36900.403996674875,301,28.80807164175093,0
Store_1,2023-12-14,37247.49687567815,281,25.207743934879677,0
Store_1,2023-12-15,36628.40459565167,323,31.716377462168907,0
Store_1,2023-12-16,37445.642390716384,242,24.366694141986486,0
Store_1,2023-12-17,37869.222854598374,300,29.147284807588914,0
Store_1,2023-12-18,37899.21097723634,284,29.12514163005297,0
Store_1,2023-12-19,37756.38683756111,307,30.835711021054806,0
Store_1,2023-12-20,36981.122156476624,280,29.667614678318728,0
Store_1,2023-12-21,39228.175768379,327,37.03044933578692,1
Store_1,2023-12-22,36623.40526947318,282,27.80094265334118,0
Store_1,2023-12-23,38031.11027770772,306,30.64843891334552,0
Store_1,2023-12-24,37202.37402894887,307,28.32197743523993,0
Store_1,2023-12-25,37123.41685359466,301,30.488768603154675,0
Store_1,2023-12-26,37380.3925878774,282,31.81575231759838,0
Store_1,2023-12-27,36941.089006452785,290,24.75629020198281,0
Store_1,2023-12-28,36875.059551744635,300,31.091634349124032,0
Store_1,2023-12-29,36923.79490775075,318,31.016483701912357,0
Store_1,2023-12-30,37901.92646629316,297,26.66310211207052,0
Store_1,2023-12-31,39557.1796408608,320,35.192596278539746,1
Store_2,2023-01-01,43758.54751314796,291,29.666575743092285,0
Store_2,2023-01-02,44364.27300052692,285,31.251732346367913,0
Store_2,2023-01-03,44027.7908909698,301,31.127815699317832,0
Store_2,2023-01-04,44465.11633287008,323,29.875820216123465,0
Store_2,2023-01-05,43580.73534766468,327,32.434732507234855,0
Store_2,2023-01-06,43891.27696802793,298,30.30587362853016,0
Store_2,2023-01-07,43903.24983988953,275,28.163960661138027,0
Store_2,2023-01-08,44031.4897088867,288,29.191950067729206,0
Store_2,2023-01-09,46560.991058087515,317,34.82912259591081,1
Store_2,2023-01-10,43705.114324681716,319,32.579028967637676,0
Store_2,2023-01-11,43791.41010858286,302,30.161160788224535,0
Store_2,2023-01-12,43451.024389289596,290,31.10022119221783,0
Store_2,2023-01-13,43953.589138405,321,31.89110156292506,0
Store_2,2023-01-14,44031.03169573481,316,30.132424052429272,0
Store_2,2023-01-15,44278.54708496992,319,33.850395259564856,0
Store_2,2023-01-16,43704.03306658141,323,28.67993519345484,0
Store_2,2023-01-17,44394.43727360147,297,29.425102970744614,0
Store_2,2023-01-18,44349.43512179067,305,28.471162245664,0
Store_2,2023-01-19,43850.057093783835,301,34.441885434995626,0
Store_2,2023-01-20,44181.521191039355,339,38.481767848157524,0
Store_2,2023-01-21,43754.481601475796,268,25.57646181818943,0
Store_2,2023-01-22,44789.072636782,278,32.359610745984085,1
Store_2,2023-01-23,43119.224250267536,283,28.464879505869007,0
Store_2,2023-01-24,43569.234953246225,285,30.66895916614614,0
Store_2,2023-01-25,44288.67003822523,304,30.079734408866717,0
Store_2,2023-01-26,42706.890389541106,271,27.307088277278787,0
Store_2,2023-01-27,43291.14280369358,323,30.883186466179072,0
Store_2,2023-01-28,46678.66187228973,296,36.14404312400685,1
Store_2,2023-01-29,45956.39650599277,290,33.03387789663312,1
Store_2,2023-01-30,44039.40758120131,287,27.283423074796673,0
Store_2,2023-01-31,43409.41023642441,294,28.97773952234461,0
Store_2,2023-02-01,43913.84588301896,313,32.32384818205855,0
Store_2,2023-02-02,43987.424811472425,309,30.702823735431476,0
Store_2,2023-02-03,44286.29816291091,307,31.46307712517866,0
Store_2,2023-02-04,43867.27985288826,276,25.31254758535868,0
Store_2,2023-02-05,44244.32468036454,289,24.98121954781851,0
Store_2,2023-02-06,44880.65544630476,312,29.907545380312392,0
Store_2,2023-02-07,44694.71120991258,309,30.368460827012033,0
Store_2,2023-02-08,44418.40413657989,316,31.331382517058906,0
Store_2,2023-02-09,44277.78336362019,291,32.27129298577147,0
Store_2,2023-02-10,43875.53948485563,310,28.788590663028128,0
Store_2,2023-02-11,43977.3278941741,325,32.599157040969416,0
Store_2,2023-02-12,43565.0649667519,307,27.333123615558097,0
Store_2,2023-02-13,43746.9519906743,309,34.682775699100674,0
Store_2,2023-02-14,43826.21113490547,278,28.8925684960074,0
Store_2,2023-02-15,43722.09433038372,294,27.203709043938304,0
Store_2,2023-02-16,45756.09025512199,298,36.193908809021465,1
Store_2,2023-02-17,45214.861485024856,305,32.420666961453364,1
Store_2,2023-02-18,45008.650073096316,292,32.665029998970184,0
Store_2,2023-02-19,43566.2951829561,314,29.2731959868581,0
Store_2,2023-02-20,44221.95512805877,283,24.341400379248427,0
Store_2,2023-02-21,45120.08179006352,304,29.989425817023797,0
Store_2,2023-02-22,44301.34961161826,324,29.940900811095165,0
Store_2,2023-02-23,44028.46249864474,295,26.45095742676165,0
Store_2,2023-02-24,43797.1757162891,312,31.816101079008202,0
Store_2,2023-02-25,43231.70419557363,277,27.45076440761974,0
Store_2,2023-02-26,43716.11683067559,322,30.388535398274765,0
Store_2,2023-02-27,43868.140734221335,314,36.83189314462577,0
Store_2,2023-02-28,43952.790340627624,295,30.611208932006896,0
Store_2,2023-03-01,43745.77251015739,283,30.631612038416772,0
Store_2,2023-03-02,42587.80568266786,325,33.687113444561724,0
Store_2,2023-03-03,43842.29279478989,306,34.51412728108328,0
Store_2,2023-03-04,43303.190917605534,312,29.256686530917428,0
Store_2,2023-03-05,44446.30855231284,317,30.628773323149176,0
Store_2,2023-03-06,44405.145664906784,319,33.50081905045536,0
Store_2,2023-03-07,44078.90853948724,308,29.265890986858647,0
Store_2,2023-03-08,43855.74066464224,299,28.549643450051235,0
Store_2,2023-03-09,44197.30372117837,292,29.26038157442031,0
Store_2,2023-03-10,44351.78506881328,290,30.31849133686481,0
Store_2,2023-03-11,43356.284329924994,261,24.10394032564056,0
Store_2,2023-03-12,45776.0869306136,288,35.458949683863494,1
